equipo,jugador,position,minutos,partidos,titularidades,goles,asistencias,pases_totales,recuperaciones,duelos_ganados,entradas_ganadas,intercepciones,indice_ofensivo,indice_progresion,indice_defensivo,indice_total_jugador,rol_tactico,lectura_dashboard
Betis,C. Hernández,Forward,2073.0,25.0,24.0,8.0,2.0,525.0,63.0,107.0,15.0,7.0,35.35,17.56,25.88,26.28,Amenaza ofensiva,"C. Hernández (Betis) aparece como amenaza ofensiva, con índice total 26.28. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,Pedro Bigas,Defender,1610.0,22.0,20.0,0.0,1.0,1247.0,62.0,81.0,16.0,24.0,5.92,38.53,35.63,26.25,Progresor / conector,"Pedro Bigas (Elche) aparece como progresor / conector, con índice total 26.25. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,V. Rosier,Defender,1846.0,23.0,22.0,1.0,1.0,755.0,118.0,76.0,21.0,33.0,8.68,28.51,44.06,26.24,Sostén defensivo,"V. Rosier (Osasuna) aparece como sostén defensivo, con índice total 26.24. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Celta,Javi Rodríguez,Defender,1931.0,26.0,21.0,0.0,1.0,1418.0,53.0,81.0,20.0,19.0,5.76,39.9,33.91,26.15,Progresor / conector,"Javi Rodríguez (Celta) aparece como progresor / conector, con índice total 26.15. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,A. Budimir,Forward,2290.0,29.0,27.0,15.0,0.0,330.0,40.0,150.0,11.0,5.0,41.84,9.94,26.56,26.09,Amenaza ofensiva,"A. Budimir (Osasuna) aparece como amenaza ofensiva, con índice total 26.09. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Girona,Álex Moreno,Defender,1957.0,24.0,21.0,0.0,2.0,822.0,76.0,90.0,18.0,21.0,10.35,32.0,37.16,25.97,Sostén defensivo,"Álex Moreno (Girona) aparece como sostén defensivo, con índice total 25.97. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,Aimar Oroz,Midfielder,1709.0,23.0,20.0,0.0,2.0,684.0,99.0,124.0,16.0,9.0,16.52,30.81,30.95,25.85,Sostén defensivo,"Aimar Oroz (Osasuna) aparece como sostén defensivo, con índice total 25.85. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Valencia,Luis Rioja,Forward,2053.0,29.0,24.0,2.0,5.0,675.0,79.0,81.0,17.0,16.0,25.57,22.47,29.75,25.74,Perfil equilibrado,"Luis Rioja (Valencia) aparece como perfil equilibrado, con índice total 25.74. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,Natan,Defender,2257.0,26.0,26.0,0.0,0.0,1143.0,81.0,100.0,16.0,31.0,2.2,27.74,50.57,25.65,Sostén defensivo,"Natan (Betis) aparece como sostén defensivo, con índice total 25.65. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,Aitor Ruibal,Forward,1604.0,24.0,18.0,4.0,2.0,619.0,87.0,78.0,24.0,18.0,20.66,22.96,34.36,25.58,Sostén defensivo,"Aitor Ruibal (Betis) aparece como sostén defensivo, con índice total 25.58. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Mallorca,Pablo Maffeo,Defender,2056.0,24.0,23.0,1.0,1.0,712.0,82.0,121.0,25.0,29.0,7.66,25.33,46.53,25.51,Sostén defensivo,"Pablo Maffeo (Mallorca) aparece como sostén defensivo, con índice total 25.51. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Brais Méndez,Midfielder,1505.0,26.0,18.0,6.0,1.0,777.0,75.0,98.0,17.0,5.0,23.49,27.94,24.76,25.43,Perfil equilibrado,"Brais Méndez (Real sociedad) aparece como perfil equilibrado, con índice total 25.43. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Girona,A. Ounahi,Midfielder,1117.0,16.0,12.0,4.0,2.0,577.0,50.0,104.0,8.0,13.0,22.04,30.35,23.34,25.34,Progresor / conector,"A. Ounahi (Girona) aparece como progresor / conector, con índice total 25.34. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,Rubén García,Midfielder,1713.0,27.0,21.0,2.0,5.0,650.0,70.0,89.0,24.0,13.0,26.1,20.38,30.24,25.34,Sostén defensivo,"Rubén García (Osasuna) aparece como sostén defensivo, con índice total 25.34. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Alaves,L. Boyé,Forward,1767.0,24.0,19.0,10.0,1.0,373.0,59.0,133.0,22.0,7.0,34.68,12.05,29.78,25.29,Amenaza ofensiva,"L. Boyé (Alaves) aparece como amenaza ofensiva, con índice total 25.29. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Girona,A. Witsel,Defender,1912.0,24.0,22.0,1.0,0.0,1097.0,124.0,101.0,19.0,23.0,8.17,28.65,41.28,25.27,Sostén defensivo,"A. Witsel (Girona) aparece como sostén defensivo, con índice total 25.27. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Celta,I. Moriba,Midfielder,1903.0,29.0,20.0,1.0,2.0,774.0,75.0,137.0,34.0,15.0,13.13,24.53,39.91,25.15,Sostén defensivo,"I. Moriba (Celta) aparece como sostén defensivo, con índice total 25.15. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Barcelona,Gerard Martín,Defender,1539.0,25.0,19.0,0.0,0.0,1345.0,54.0,73.0,20.0,21.0,4.02,38.73,33.33,24.96,Progresor / conector,"Gerard Martín (Barcelona) aparece como progresor / conector, con índice total 24.96. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,Víctor Chust,Defender,1794.0,23.0,19.0,0.0,0.0,1281.0,77.0,94.0,30.0,19.0,1.89,34.31,39.92,24.64,Sostén defensivo,"Víctor Chust (Elche) aparece como sostén defensivo, con índice total 24.64. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,David Carmo,Defender,1722.0,21.0,19.0,1.0,0.0,981.0,58.0,98.0,16.0,21.0,5.11,30.17,40.94,24.63,Sostén defensivo,"David Carmo (Oviedo) aparece como sostén defensivo, con índice total 24.63. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Mallorca,Antonio Raíllo,Defender,2033.0,23.0,23.0,0.0,1.0,1126.0,61.0,114.0,13.0,16.0,6.47,30.5,37.47,24.18,Sostén defensivo,"Antonio Raíllo (Mallorca) aparece como sostén defensivo, con índice total 24.18. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Rayo Vallecano,A. Batalla,Goalkeeper,2700.0,30.0,30.0,0.0,0.0,1084.0,262.0,15.0,1.0,0.0,0.45,45.84,26.52,24.16,Progresor / conector,"A. Batalla (Rayo Vallecano) aparece como progresor / conector, con índice total 24.16. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,David Soria,Goalkeeper,2700.0,30.0,30.0,0.0,0.0,887.0,242.0,3.0,0.0,0.0,0.22,47.48,24.39,24.01,Progresor / conector,"David Soria (Getafe) aparece como progresor / conector, con índice total 24.01. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,E. Boyomo,Defender,1915.0,23.0,22.0,1.0,1.0,941.0,102.0,89.0,31.0,12.0,7.12,26.22,40.97,23.96,Sostén defensivo,"E. Boyomo (Osasuna) aparece como sostén defensivo, con índice total 23.96. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Alaves,Carles Aleñá,Midfielder,1859.0,30.0,22.0,0.0,3.0,774.0,79.0,94.0,24.0,10.0,17.8,24.52,30.42,23.94,Sostén defensivo,"Carles Aleñá (Alaves) aparece como sostén defensivo, con índice total 23.94. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Celta,Iago Aspas,Forward,814.0,24.0,8.0,4.0,3.0,489.0,37.0,33.0,9.0,10.0,24.65,31.48,14.12,23.88,Progresor / conector,"Iago Aspas (Celta) aparece como progresor / conector, con índice total 23.88. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,I. Chaira,Forward,1854.0,28.0,23.0,4.0,1.0,500.0,83.0,100.0,28.0,5.0,23.16,19.63,29.54,23.84,Rotación / impacto bajo,"I. Chaira (Oviedo) aparece como rotación / impacto bajo, con índice total 23.84. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Athletic Club,Nico Williams,Forward,1361.0,20.0,15.0,4.0,2.0,473.0,72.0,94.0,6.0,6.0,28.31,21.94,20.61,23.77,Rotación / impacto bajo,"Nico Williams (Athletic Club) aparece como rotación / impacto bajo, con índice total 23.77. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Levante,Iván Romero,Forward,1882.0,26.0,23.0,5.0,1.0,434.0,73.0,144.0,20.0,8.0,24.76,16.25,31.26,23.73,Sostén defensivo,"Iván Romero (Levante) aparece como sostén defensivo, con índice total 23.73. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,Marc Aguado,Midfielder,2019.0,29.0,24.0,1.0,1.0,1063.0,78.0,70.0,25.0,37.0,5.31,26.42,41.91,23.68,Sostén defensivo,"Marc Aguado (Elche) aparece como sostén defensivo, con índice total 23.68. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Valencia,José Gayà,Defender,1980.0,26.0,25.0,1.0,1.0,767.0,86.0,96.0,30.0,15.0,10.41,23.52,39.29,23.66,Sostén defensivo,"José Gayà (Valencia) aparece como sostén defensivo, con índice total 23.66. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Igor Zubeldia,Defender,1899.0,22.0,21.0,0.0,1.0,1030.0,53.0,82.0,18.0,21.0,4.54,29.23,39.18,23.57,Sostén defensivo,"Igor Zubeldia (Real sociedad) aparece como sostén defensivo, con índice total 23.57. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Sevilla,Juanlu Sánchez,Midfielder,1741.0,25.0,21.0,0.0,2.0,673.0,90.0,123.0,33.0,9.0,11.74,23.59,37.29,23.55,Sostén defensivo,"Juanlu Sánchez (Sevilla) aparece como sostén defensivo, con índice total 23.55. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Jon Martín,Defender,1710.0,19.0,19.0,1.0,0.0,1002.0,58.0,99.0,11.0,31.0,4.18,27.95,40.87,23.51,Sostén defensivo,"Jon Martín (Real sociedad) aparece como sostén defensivo, con índice total 23.51. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,Javi Galán,Defender,1275.0,18.0,14.0,0.0,1.0,634.0,68.0,108.0,23.0,23.0,8.65,25.23,38.3,23.35,Sostén defensivo,"Javi Galán (Osasuna) aparece como sostén defensivo, con índice total 23.35. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Rayo Vallecano,Jorge de Frutos,Forward,2021.0,28.0,27.0,10.0,1.0,306.0,52.0,87.0,13.0,7.0,35.47,12.8,21.44,23.33,Amenaza ofensiva,"Jorge de Frutos (Rayo Vallecano) aparece como amenaza ofensiva, con índice total 23.33. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,Á. Rodríguez,Forward,1694.0,26.0,19.0,5.0,2.0,410.0,32.0,178.0,10.0,2.0,29.73,14.71,25.64,23.24,Rotación / impacto bajo,"Á. Rodríguez (Elche) aparece como rotación / impacto bajo, con índice total 23.24. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Villareal,G. Mikautadze,Forward,1713.0,25.0,19.0,9.0,3.0,303.0,33.0,79.0,3.0,5.0,38.94,14.8,14.1,23.04,Amenaza ofensiva,"G. Mikautadze (Villareal) aparece como amenaza ofensiva, con índice total 23.04. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Osasuna,Lucas Torró,Midfielder,1924.0,27.0,26.0,0.0,1.0,841.0,97.0,146.0,14.0,23.0,9.2,21.56,40.89,23.03,Sostén defensivo,"Lucas Torró (Osasuna) aparece como sostén defensivo, con índice total 23.03. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Espanyol,Pere Milla,Midfielder,1644.0,26.0,21.0,6.0,0.0,442.0,58.0,82.0,17.0,13.0,25.31,18.57,25.54,23.02,Rotación / impacto bajo,"Pere Milla (Espanyol) aparece como rotación / impacto bajo, con índice total 23.02. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Athletic Club,Aymeric Laporte,Defender,1580.0,19.0,18.0,0.0,0.0,935.0,70.0,79.0,12.0,18.0,4.07,31.77,34.19,22.8,Sostén defensivo,"Aymeric Laporte (Athletic Club) aparece como sostén defensivo, con índice total 22.80. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Valencia,Javi Guerra,Midfielder,1561.0,29.0,19.0,1.0,1.0,795.0,89.0,64.0,13.0,21.0,11.76,28.14,29.46,22.8,Rotación / impacto bajo,"Javi Guerra (Valencia) aparece como rotación / impacto bajo, con índice total 22.80. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Rayo Vallecano,P. Ciss,Midfielder,1441.0,21.0,15.0,2.0,0.0,867.0,88.0,76.0,24.0,22.0,8.21,24.83,37.0,22.66,Sostén defensivo,"P. Ciss (Rayo Vallecano) aparece como sostén defensivo, con índice total 22.66. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Barcelona,Alejandro Balde,Defender,1519.0,21.0,18.0,0.0,2.0,961.0,78.0,81.0,19.0,5.0,12.0,30.87,25.06,22.52,Progresor / conector,"Alejandro Balde (Barcelona) aparece como progresor / conector, con índice total 22.52. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,Álvaro Núñez,Defender,1764.0,21.0,21.0,0.0,1.0,1081.0,85.0,71.0,16.0,16.0,7.55,31.13,29.63,22.43,Progresor / conector,"Álvaro Núñez (Elche) aparece como progresor / conector, con índice total 22.43. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Celta,Álvaro Núñez,Defender,1764.0,21.0,21.0,0.0,1.0,1081.0,85.0,71.0,16.0,16.0,7.55,31.13,29.63,22.43,Progresor / conector,"Álvaro Núñez (Celta) aparece como progresor / conector, con índice total 22.43. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Villareal,T. Buchanan,Forward,1546.0,28.0,17.0,6.0,1.0,395.0,91.0,80.0,18.0,20.0,20.46,16.1,32.04,22.41,Sostén defensivo,"T. Buchanan (Villareal) aparece como sostén defensivo, con índice total 22.41. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Villareal,Renato Veiga,Midfielder,1938.0,26.0,21.0,0.0,0.0,1168.0,71.0,59.0,5.0,20.0,2.21,34.41,31.89,22.38,Progresor / conector,"Renato Veiga (Villareal) aparece como progresor / conector, con índice total 22.38. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Oviedo,Aarón Escandell,Goalkeeper,2700.0,30.0,30.0,0.0,0.0,1037.0,251.0,14.0,0.0,0.0,0.22,40.57,26.96,22.36,Progresor / conector,"Aarón Escandell (Oviedo) aparece como progresor / conector, con índice total 22.36. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,Diego Rico,Defender,1698.0,26.0,18.0,0.0,0.0,572.0,72.0,107.0,30.0,29.0,3.08,22.17,44.44,22.17,Sostén defensivo,"Diego Rico (Getafe) aparece como sostén defensivo, con índice total 22.17. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Atletico Madrid,M. Ruggeri,Defender,1370.0,21.0,16.0,0.0,3.0,692.0,77.0,56.0,21.0,15.0,13.65,24.02,29.89,22.15,Rotación / impacto bajo,"M. Ruggeri (Atletico Madrid) aparece como rotación / impacto bajo, con índice total 22.15. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,G. Lo Celso,Midfielder,1098.0,17.0,11.0,2.0,2.0,680.0,56.0,75.0,10.0,5.0,18.83,28.96,18.08,22.15,Rotación / impacto bajo,"G. Lo Celso (Betis) aparece como rotación / impacto bajo, con índice total 22.15. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Urko González de Zárate,Midfielder,2005.0,29.0,21.0,0.0,0.0,760.0,107.0,103.0,29.0,23.0,2.92,23.21,43.09,22.07,Sostén defensivo,"Urko González de Zárate (Real sociedad) aparece como sostén defensivo, con índice total 22.07. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Espanyol,Urko González de Zárate,Midfielder,2005.0,29.0,21.0,0.0,0.0,760.0,107.0,103.0,29.0,23.0,2.92,23.21,43.09,22.07,Sostén defensivo,"Urko González de Zárate (Espanyol) aparece como sostén defensivo, con índice total 22.07. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Álex Remiro,Goalkeeper,2700.0,30.0,30.0,0.0,0.0,1096.0,237.0,13.0,1.0,1.0,0.67,40.18,25.53,21.96,Progresor / conector,"Álex Remiro (Real sociedad) aparece como progresor / conector, con índice total 21.96. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Valencia,Copete,Defender,1760.0,21.0,19.0,0.0,0.0,1004.0,51.0,80.0,16.0,22.0,2.31,29.23,36.4,21.96,Sostén defensivo,"Copete (Valencia) aparece como sostén defensivo, con índice total 21.96. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,Marc Roca,Midfielder,1672.0,23.0,20.0,0.0,0.0,859.0,84.0,73.0,25.0,18.0,5.1,28.47,33.88,21.92,Sostén defensivo,"Marc Roca (Betis) aparece como sostén defensivo, con índice total 21.92. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Atletico Madrid,Javi Galán,Defender,1185.0,17.0,13.0,0.0,1.0,582.0,65.0,103.0,22.0,21.0,8.65,23.17,35.92,21.91,Sostén defensivo,"Javi Galán (Atletico Madrid) aparece como sostén defensivo, con índice total 21.91. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Athletic Club,Unai Simón,Goalkeeper,2700.0,30.0,30.0,0.0,0.0,919.0,283.0,13.0,0.0,0.0,0.22,37.36,28.89,21.82,Progresor / conector,"Unai Simón (Athletic Club) aparece como progresor / conector, con índice total 21.82. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Espanyol,Pol Lozano,Midfielder,1891.0,27.0,24.0,1.0,1.0,834.0,72.0,68.0,16.0,20.0,10.12,27.53,28.77,21.81,Rotación / impacto bajo,"Pol Lozano (Espanyol) aparece como rotación / impacto bajo, con índice total 21.81. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Rayo Vallecano,Óscar Valentín,Midfielder,1690.0,26.0,20.0,1.0,0.0,733.0,84.0,100.0,33.0,20.0,4.9,22.1,40.9,21.72,Sostén defensivo,"Óscar Valentín (Rayo Vallecano) aparece como sostén defensivo, con índice total 21.72. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Mallorca,Omar Mascarell,Midfielder,1666.0,23.0,19.0,1.0,2.0,753.0,84.0,71.0,22.0,27.0,8.52,20.65,38.34,21.71,Sostén defensivo,"Omar Mascarell (Mallorca) aparece como sostén defensivo, con índice total 21.71. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,V. Gómez,Defender,1414.0,22.0,14.0,1.0,0.0,786.0,63.0,99.0,23.0,20.0,6.06,22.32,38.95,21.62,Sostén defensivo,"V. Gómez (Betis) aparece como sostén defensivo, con índice total 21.62. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real Madrid,E. Camavinga,Midfielder,1217.0,22.0,13.0,1.0,0.0,856.0,71.0,99.0,32.0,12.0,5.52,27.16,33.67,21.54,Sostén defensivo,"E. Camavinga (Real Madrid) aparece como sostén defensivo, con índice total 21.54. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Sevilla,D. Sow,Midfielder,1780.0,26.0,23.0,5.0,1.0,749.0,71.0,75.0,20.0,18.0,17.17,19.36,28.95,21.47,Rotación / impacto bajo,"D. Sow (Sevilla) aparece como rotación / impacto bajo, con índice total 21.47. Su perfil permite valorar impacto individual dentro del modelo colectivo."
